64	course
19	a
17	learn
17	sabzlearn
17	s
17	bz
17	sabl
12	blog
11	wp
8	teacher
6	course-cat
6	cat
6	cc
4	wp-content
4	wc
4	content
3	ma
3	my-account
3	my
3	account
3	wp-json
3	wj
3	json
2	wp-admin
2	admin
2	wa
2	qa
2	qaa
2	includes
2	wp-includes
2	wi
2	login
1	lesson
1	https
1	courses
1	terms-conditions
1	tc
1	terms
1	conditions
